35893583,Rodovia Gustavo Richard,trunk_link,NULL,NULL,NULL,NULL,"cycleway"=>"segregated","lanes"=>"2","oneway"=>"yes"
35893634,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
35893638,Rua Hoepcke,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
35893650,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
35893651,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
35893653,Ponte Governador Pedro Ivo Campos,trunk,NULL,NULL,NULL,NULL,"bicycle"=>"no","bridge"=>"yes","foot"=>"no","lanes"=>"4","layer"=>"1","maxspeed"=>"80","oneway"=>"yes","surface"=>"asphalt"
35893655,Ponte Governador Colombo Machado Salles,trunk,NULL,NULL,NULL,NULL,"bicycle"=>"no","bridge"=>"yes","foot"=>"no","lanes"=>"4","layer"=>"1","maxspeed"=>"80","oneway"=>"yes","surface"=>"asphalt"
35893667,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
35893701,Rua Sebastião Furtado Pereira,trunk_link,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes","surface"=>"asphalt"
35893758,Rua Álvaro Medeiros Santiago,residential,NULL,NULL,NULL,NULL,NULL
35893759,NULL,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
35897289,NULL,motorway,NULL,NULL,NULL,NULL,"oneway"=>"yes","ref"=>"BR-101;BR-282","surface"=>"asphalt"
35897292,NULL,motorway,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes","ref"=>"BR-101","surface"=>"asphalt"
37704813,NULL,service,NULL,NULL,NULL,NULL,"access"=>"private","oneway"=>"yes"
37704814,NULL,service,NULL,NULL,NULL,NULL,"access"=>"private","oneway"=>"yes"
37704817,NULL,service,NULL,NULL,NULL,NULL,"access"=>"private","oneway"=>"yes"
37705608,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37705609,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37705610,Rua Pedro Ivo,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37705611,NULL,footway,NULL,NULL,NULL,NULL,"bridge"=>"yes","foot"=>"yes","layer"=>"1"
37705612,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37705614,NULL,service,NULL,NULL,NULL,NULL,NULL
37705615,Rua Francisco Tolentino,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706160,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706161,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706162,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706163,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706164,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706166,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37706167,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37706170,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37706172,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37706173,NULL,service,NULL,NULL,NULL,NULL,NULL
37706174,NULL,service,NULL,NULL,NULL,NULL,NULL
37706177,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37706653,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37706654,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37706657,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
37706658,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706659,NULL,service,NULL,NULL,NULL,NULL,"access"=>"private","oneway"=>"yes"
37706660,Rua Antônio Pereira Oliveira Neto,primary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706663,Rua Padre Roma,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706946,Rua Jornalista Assis Chateaubriand,tertiary,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes","source:name"=>"IBGE"
37706947,Rua Conselheiro Mafra,pedestrian,NULL,NULL,NULL,NULL,NULL
37706948,Rua Hoepcke,tertiary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
37706949,Rua Bento Gonçalves,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37706951,Rua Doutor Frederico Rolla,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes","source:name"=>"IBGE"
37707088,Rua Conselheiro Mafra,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37707392,Rua Felipe Schmidt,pedestrian,NULL,NULL,NULL,NULL,NULL
37736677,Rodovia Gustavo Richard,trunk,NULL,NULL,NULL,NULL,"lanes"=>"3","maxspeed"=>"80","oneway"=>"yes"
37736678,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"3","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37736679,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"4","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37736681,NULL,trunk_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37736682,NULL,trunk_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37736683,NULL,trunk_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37736684,NULL,trunk_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37736686,Rua Quatorze de Julho,primary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37736919,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes","ref"=>"BR-282"
37736920,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37736922,NULL,trunk,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"2","layer"=>"1","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37736923,NULL,trunk,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"2","layer"=>"1","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37736924,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37737232,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"asphalt"
37737234,NULL,trunk,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"2","layer"=>"1","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37737235,NULL,motorway_link,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes","ref"=>"BR-101"
37737639,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282","surface"=>"asphalt"
37737641,NULL,motorway_link,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes","ref"=>"BR-282","surface"=>"asphalt"
37737642,NULL,motorway_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37737976,Alameda Adolfo Konder,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37737977,NULL,tertiary,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
37738780,Praça XV de Novembro,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37738781,Rua Felipe Schmidt,tertiary,NULL,NULL,NULL,NULL,"lanes"=>"3","oneway"=>"yes"
37738782,Rua Francisco Tolentino,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37738783,Rua Jerônimo Coelho,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes","sidewalk"=>"both"
37738784,Rua Jerônimo Coelho,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes","sidewalk"=>"both"
37738785,Rua Jerônimo Coelho,unclassified,NULL,NULL,NULL,NULL,"sidewalk"=>"both"
37738787,Rua Sete de Setembro,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37738788,Rua Vidal Ramos,unclassified,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37738789,Rua Arcipreste Paiva,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37738791,Rua Trajano,pedestrian,NULL,NULL,NULL,NULL,NULL
37738792,Rua Trajano,residential,NULL,NULL,NULL,NULL,NULL
37738793,Rua Trajano,pedestrian,NULL,NULL,NULL,NULL,NULL
37738794,Rua Deodoro,pedestrian,NULL,NULL,NULL,NULL,NULL
37738967,Rua Álvaro de Carvalho,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739013,NULL,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739220,Rua Deputado Antônio Edu Vieira,secondary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739226,NULL,secondary,NULL,NULL,NULL,NULL,"junction"=>"roundabout","lanes"=>"2"
37739227,Rua Deputado Antônio Edu Vieira,secondary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739493,Rua Hoepcke,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739494,Avenida Paulo Fontes,primary_link,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37739830,Rua Conselheiro Mafra,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes"
37978821,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"50","oneway"=>"yes"
37978979,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
37978988,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
37980859,NULL,trunk,NULL,NULL,NULL,NULL,"lanes"=>"2","maxspeed"=>"40","oneway"=>"yes","ref"=>"BR-282","surface"=>"paved"
37980909,NULL,trunk,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"2","layer"=>"1","maxspeed"=>"100","oneway"=>"yes","ref"=>"BR-282"
37981496,NULL,primary_link,NULL,NULL,NULL,NULL,"oneway"=>"yes","ref"=>"SC-401"
37981497,NULL,primary_link,NULL,NULL,NULL,NULL,"bridge"=>"yes","layer"=>"1","oneway"=>"no","ref"=>"SC-403"
37993082,Rua Vera Linhares de Andrade,secondary,NULL,NULL,NULL,NULL,"maxspeed"=>"40","oneway"=>"no"
37993774,Acesso à Rodovia José Carlos Daux,trunk_link,NULL,NULL,NULL,NULL,"lanes"=>"1","maxspeed"=>"50","oneway"=>"yes"
37994252,NULL,primary_link,NULL,NULL,NULL,NULL,"oneway"=>"yes","ref"=>"SC-401"
37994350,NULL,primary_link,NULL,NULL,NULL,NULL,"oneway"=>"no","ref"=>"SC-403"
38050102,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050103,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050104,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050105,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050108,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050109,Rua Walter Barros da Silva,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes","source:name"=>"survey"
38050111,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050112,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050113,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050114,Rua Silva Jardim,primary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
38050115,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050116,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050117,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050118,NULL,service,NULL,NULL,NULL,NULL,"access"=>"no","oneway"=>"yes","psv"=>"yes"
38050391,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
41456668,Ponte Hercílio Luz,service,NULL,NULL,NULL,NULL,"access"=>"no","tourism"=>"attraction"
41570512,Rodovia Aparício Ramos Cordeiro,primary,NULL,NULL,NULL,NULL,"bicycle"=>"yes"
42867136,Rodovia Jornalista Manoel de Menezes,primary,NULL,NULL,NULL,NULL,"oneway"=>"no","ref"=>"SC-406","source:name"=>"survey","surface"=>"asphalt"
42867137,Avenida Prefeito Acácio Garibaldi S. Thiago,tertiary,NULL,NULL,NULL,NULL,"oneway"=>"no","source:name"=>"Lei Municipal 2076/84","surface"=>"paving_stones"
42867138,Avenida das Rendeiras,primary,NULL,NULL,NULL,NULL,"maxspeed"=>"60","oneway"=>"no","surface"=>"paving_stones"
42867472,Rodovia Jornalista Manoel de Menezes,primary,NULL,NULL,NULL,NULL,"oneway"=>"no","ref"=>"SC-406"
42867473,Rodovia Jornalista Manoel de Menezes,primary,NULL,NULL,NULL,NULL,"bridge"=>"yes","layer"=>"1","oneway"=>"no","ref"=>"SC-406"
42869246,Rodovia João Gualberto Soares,primary,NULL,NULL,NULL,NULL,"maxspeed"=>"40","oneway"=>"no","ref"=>"SC-406"
42871516,Travessa Cipriano Vasques Silva,residential,NULL,NULL,NULL,NULL,NULL
42871767,Rodovia Armando Calil Bulos,primary,NULL,NULL,NULL,NULL,"oneway"=>"yes","ref"=>"SC-403"
42871772,SC-403,primary,NULL,NULL,NULL,NULL,"oneway"=>"yes","ref"=>"SC-403"
42871773,Avenida Internacional,residential,NULL,NULL,NULL,NULL,"oneway"=>"yes","source:alt_name"=>"Lei Municipal 5706"
43216057,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes","tactile_paving"=>"yes"
43216058,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes","tactile_paving"=>"yes"
43216059,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43216060,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43216061,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43216062,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43216064,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"2","layer"=>"1"
43216065,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"lanes"=>"4"
43216066,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"bridge"=>"yes","lanes"=>"4","layer"=>"1"
43216067,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43216068,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"lanes"=>"2"
43216069,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
43216070,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43216071,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43216073,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216074,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216076,Praça Alice Roberto Piemontez,secondary,NULL,NULL,NULL,NULL,"junction"=>"roundabout","lanes"=>"2"
43216077,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43216078,Rua Deputado Antônio Edu Vieira,trunk_link,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216080,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216081,Rua Delfino Conti,secondary,NULL,NULL,NULL,NULL,"lanes"=>"4"
43216089,Rua João Pio Duarte Silva,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216095,Avenida Professor Henrique da Silva Fontes,trunk_link,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43216614,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43224844,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes","service"=>"parking_aisle"
43224845,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43224847,NULL,footway,NULL,NULL,NULL,NULL,"bridge"=>"yes","foot"=>"yes","layer"=>"1"
43224848,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43224849,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43224850,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43224856,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43224857,NULL,footway,NULL,NULL,NULL,NULL,"bridge"=>"yes","foot"=>"yes","layer"=>"1"
43224900,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43226303,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43226310,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43226313,NULL,footway,NULL,NULL,NULL,NULL,"bridge"=>"yes","foot"=>"yes"
43226316,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43226317,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43226318,NULL,footway,NULL,NULL,NULL,NULL,"foot"=>"yes"
43231294,NULL,service,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43231295,NULL,service,NULL,NULL,NULL,NULL,"oneway"=>"yes"
43231296,NULL,service,NULL,NULL,NULL,NULL,"service"=>"parking_aisle"
43231319,NULL,service,NULL,NULL,NULL,NULL,"lanes"=>"2"
43231331,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43231344,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43231346,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,unclassified,NULL,NULL,NULL,NULL,"access"=>"private","lanes"=>"2"
43231347,Rua Roberto Sampaio Gonzaga,unclassified,NULL,NULL,NULL,NULL,"access"=>"private","lanes"=>"2"
43237520,Avenida César Seara,secondary,NULL,NULL,NULL,NULL,"lanes"=>"4","maxspeed"=>"50"
43237544,Avenida César Seara,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43237585,Avenida César Seara,secondary,NULL,NULL,NULL,NULL,"lanes"=>"2","oneway"=>"yes"
43237665,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"2"
43237681,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43238001,Rua Engenheiro Agrônomo Andrey Cristian Ferreira,residential,NULL,NULL,NULL,NULL,"lanes"=>"1","oneway"=>"yes"
43238528,NULL,service,NULL,NULL,NULL,NULL,NULL
43238534,NULL,service,NULL,NULL,NULL,NULL,NULL
43241968,NULL,service,NULL,NULL,NULL,NULL,NULL
43241969,NULL,service,NULL,NULL,NULL,NULL,NULL
43241975,Rua Desembargador Vitor Lima,secondary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
43241976,Rua Desembargador Vitor Lima,secondary,NULL,NULL,NULL,NULL,"oneway"=>"yes"
43241977,NULL,service,NULL,NULL,NULL,NULL,NULL
43241978,NULL,service,NULL,NULL,NULL,NULL,NULL
43241979,NULL,service,NULL,NULL,NULL,NULL,NULL
43241983,NULL,service,NULL,NULL,NULL,NULL,NULL
43241989,NULL,service,NULL,NULL,NULL,NULL,NULL
43241990,NULL,service,NULL,NULL,NULL,NULL,NULL
43241991,NULL,service,NULL,NULL,NULL,NULL,NULL
43241992,NULL,service,NULL,NULL,NULL,NULL,NULL
43242020,Rua Desembargador Vitor Lima,secondary,NULL,NULL,NULL,NULL,"lanes"=>"4"
